username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
SosoneSteve,Papa/gamer et mari heureux 😎🏖️🎮🕹️👾,,289,219,26135,2020-10-07 10:07:04,2021-01-13 11:50:09,113,"Les leaders européens demandent à l'#UE un #passeport vaccin pour pouvoir voyager.
L'Espagne, Belgique, Grèce sont en faveur d'un certificat de #vaccination Covid. Le Danemark introduit son passeport #Covid19 https://t.co/2obSCvbMJU https://t.co/RY14E4IKGW https://t.co/Ps4YnLK47F","[{'text': 'UE', 'indices': [52, 55]}, {'text': 'passeport', 'indices': [59, 69]}]"
PascallonPierre,,,215,85,6929,2020-07-21 04:02:27,2021-01-13 11:50:06,3,"via @franceinfo : #COVID_19 ""Je suis très préoccupé par ce variant anglais"", insiste Jean-François Delfraissy et encourage à prendre des mesures rapidement, alors que le Conseil de défense doit s… https://t.co/xtsiJL8Xsc","[{'text': 'COVID_19', 'indices': [30, 39]}]"
TheQreatCyrano,ntm @jack,The Rabbit Hole,128,142,1399,2019-04-27 11:45:39,2021-01-13 11:49:57,113,"Les leaders européens demandent à l'#UE un #passeport vaccin pour pouvoir voyager.
L'Espagne, Belgique, Grèce sont en faveur d'un certificat de #vaccination Covid. Le Danemark introduit son passeport #Covid19 https://t.co/2obSCvbMJU https://t.co/RY14E4IKGW https://t.co/Ps4YnLK47F","[{'text': 'UE', 'indices': [52, 55]}, {'text': 'passeport', 'indices': [59, 69]}]"
Sand85234196,"Bienveillante..J'ai horreur des cons, de l'injustice,du mensonge..j'adore m'informer sur TOUT :cultures, religions, avancées des sciences, recherches médicales.",France,111,80,20206,2018-11-17 17:15:34,2021-01-13 11:49:29,17,"#COVID_19 – 🔴 Delfraissy met la pression sur l'exécutif et demande des mesures rapides

«Je suis très préoccupé par ce variant anglais, plus vite on prend des décisions plus elles vont être efficaces», a expliqué le président du conseil scientifique. ⤵ https://t.co/GQ6aW70QtT","[{'text': 'COVID_19', 'indices': [10, 19]}]"
Line34_0,Unité Vérité,,1089,572,24850,2019-04-25 19:03:40,2021-01-13 11:49:23,113,"Les leaders européens demandent à l'#UE un #passeport vaccin pour pouvoir voyager.
L'Espagne, Belgique, Grèce sont en faveur d'un certificat de #vaccination Covid. Le Danemark introduit son passeport #Covid19 https://t.co/2obSCvbMJU https://t.co/RY14E4IKGW https://t.co/Ps4YnLK47F","[{'text': 'UE', 'indices': [52, 55]}, {'text': 'passeport', 'indices': [59, 69]}]"
BivelAlain,"Bretagne, nature, sports en montagne; Intérêt pour la vie publique; Non libéral, humaniste; RT n'est pas approuver; bloqué par @nadine__morano et @M_Orphelin",Bretagne,1835,2444,63884,2012-11-22 19:12:16,2021-01-13 11:49:13,0,Comment va s'organiser la #vaccination des plus de 75 ans ?  https://t.co/cHBMAgx88V via @libe,"[{'text': 'vaccination', 'indices': [26, 38]}]"
acttt_dns,"Citoyen du monde, fan de foot, qui retweete l'actualité principale, française et internationale. Et d'autres Tweets drôles ou porteurs de sens. 
Viva la Vida !!",Valenciennes,272,8,587,2020-11-02 20:05:07,2021-01-13 11:49:07,9,"🔴 ALERTE INFO - #Santé : Selon le Pr. Jean-François #Delfraissy, Président du conseil scientique 🗣️: ""Le virus variant Sud Africain, échapperait probablement aux effets du #vaccin."" #CriseSanitaire #coronavirus #confinement3 #vaccination #AntiVaccine #variant #variantecovid https://t.co/MgVA8OuwWW","[{'text': 'Santé', 'indices': [34, 40]}, {'text': 'Delfraissy', 'indices': [70, 81]}]"
NoUseFo90037094,,,78,160,3582,2020-08-14 20:22:32,2021-01-13 11:49:07,113,"Les leaders européens demandent à l'#UE un #passeport vaccin pour pouvoir voyager.
L'Espagne, Belgique, Grèce sont en faveur d'un certificat de #vaccination Covid. Le Danemark introduit son passeport #Covid19 https://t.co/2obSCvbMJU https://t.co/RY14E4IKGW https://t.co/Ps4YnLK47F","[{'text': 'UE', 'indices': [52, 55]}, {'text': 'passeport', 'indices': [59, 69]}]"
LouarnC,Aucun Parti Politique n'inspire le respect ! Le Pouvoir appartient au Peuple. Admettre et nourrir l'inégalité c'est souscrire à la dépravation de l'espèce !,Citoyen du Monde,101,59,1599,2020-11-02 16:34:00,2021-01-13 11:49:03,68,"Le cabinet #McKinsey qui nous coûte 2 millions d’argent public par mois pour piloter la stratégie de #vaccination la plus nulle du monde, c’est aussi celui qui conseille le gouvernement pour détruire l’hôpital public.
Le casse du siècle est en marche...
https://t.co/uC45rXHb9R","[{'text': 'McKinsey', 'indices': [28, 37]}, {'text': 'vaccination', 'indices': [118, 130]}]"
CourcelEleonore,"""mon compte cuicui est cuit car j'ai dit du mal du ɹıʌısıpɯǝɹ Anabelle G.",,64,135,6330,2020-10-28 21:11:48,2021-01-13 11:48:50,113,"Les leaders européens demandent à l'#UE un #passeport vaccin pour pouvoir voyager.
L'Espagne, Belgique, Grèce sont en faveur d'un certificat de #vaccination Covid. Le Danemark introduit son passeport #Covid19 https://t.co/2obSCvbMJU https://t.co/RY14E4IKGW https://t.co/Ps4YnLK47F","[{'text': 'UE', 'indices': [52, 55]}, {'text': 'passeport', 'indices': [59, 69]}]"
ines78159039,En train d’écrire...,"Lyon, France",21,3,202,2020-06-07 12:42:57,2021-01-13 11:48:34,0,"Quand vous allez éternuez dans la rue, école, transport au autre... 
avec votre masque sur le nez.

Vous enlevez le masque ou vous le gardez ? 🤔

#COVID19 #CouvreFeu #COVID20 #ecoles #vaccincovid #variant","[{'text': 'COVID19', 'indices': [146, 154]}, {'text': 'CouvreFeu', 'indices': [155, 165]}, {'text': 'COVID20', 'indices': [166, 174]}, {'text': 'ecoles', 'indices': [175, 182]}, {'text': 'vaccincovid', 'indices': [183, 195]}, {'text': 'variant', 'indices': [196, 204]}]"
CVirius,A droite toute!!,,184,58,603,2020-03-01 21:04:16,2021-01-13 11:48:34,90,"#Vaccin #Veran #Macron 
« On les aura, ces connards » : l'élégance avec laquelle le Président Macron a manifesté son soutien à Véran :
- Bon LES CONNARDS c'est quoi ce bordel ... allez colonne par un et direction la #vaccination ! https://t.co/BNvkT9DGDS","[{'text': 'Vaccin', 'indices': [14, 21]}, {'text': 'Veran', 'indices': [22, 28]}, {'text': 'Macron', 'indices': [29, 36]}]"
leblob_,"3ᵉ lieu numérique de la @Citedessciences et du @Palaisdecouvert : 1 vidéo par jour, 1 fil d’actu, +4000 vidéos gratuites...","Paris, France",1740,14192,7541,2009-12-23 15:41:02,2021-01-13 11:48:13,1,"📰#Covid19 : appelée #E484K, une mutation🧬 trouvée sur des variants d’#AfriqueduSud et, plus récemment, au #Brésil et au #Japon pourrait nuire à l’efficacité de la #vaccination 
https://t.co/krQ4x5NjK6","[{'text': 'Covid19', 'indices': [1, 9]}, {'text': 'E484K', 'indices': [20, 26]}, {'text': 'AfriqueduSud', 'indices': [69, 82]}, {'text': 'Brésil', 'indices': [106, 113]}, {'text': 'Japon', 'indices': [120, 126]}, {'text': 'vaccination', 'indices': [163, 175]}]"
SergeDoucet3,"«Je tweete,donc je suis»(ma pensée pascalienne)","Haute-Normandie, France",1640,2390,172718,2017-03-04 10:19:02,2021-01-13 11:48:08,0,"via @franceinfo : #COVID_19 Bruxelles rappelle à l'ordre les Etats membres qui achètent des vaccins en dehors de la procédure chapeautée par l'UE. ""Laissez-moi vous rappeler qu'en approuvant l'ac… https://t.co/1q9lR7WEOg","[{'text': 'COVID_19', 'indices': [18, 27]}]"
beatrice34_2B,📷 Photographie ⭐️ Voyages 🧳 ⭐️ Sport 🏊🏻‍♀️ ⭐️ De Bastia ❤️ / CôtedAzurFrance 🤩 OB/GYN 👩🏼‍⚕️ Instagram : Béa 34-2B ⭐️ 📷 / 📱,"Hérault, Languedoc-Roussillon",642,1773,17090,2017-07-14 05:27:36,2021-01-13 11:48:02,1,"Fait ✅ 

À qui le tour ? 😉

#vaccinationCovid #vaccincovid #Montpelier #TousAntiCovid https://t.co/jl4CuwIFyY","[{'text': 'vaccinationCovid', 'indices': [28, 45]}, {'text': 'vaccincovid', 'indices': [46, 58]}, {'text': 'Montpelier', 'indices': [59, 70]}, {'text': 'TousAntiCovid', 'indices': [71, 85]}]"
BivelAlain,"Bretagne, nature, sports en montagne; Intérêt pour la vie publique; Non libéral, humaniste; RT n'est pas approuver; bloqué par @nadine__morano et @M_Orphelin",Bretagne,1835,2444,63884,2012-11-22 19:12:16,2021-01-13 11:48:01,0,"#Covid_19 : #Delfraissy met (une fois de plus) la pression sur l'exécutif 
Face au variant anglais, le président du conseil scientifique réclame des mesures rapides, pour ne pas subir une troisième vague.
https://t.co/73hwaWOK1G via @libe","[{'text': 'Covid_19', 'indices': [0, 9]}, {'text': 'Delfraissy', 'indices': [12, 23]}]"
Basile061,,,331,314,369198,2017-10-27 14:51:36,2021-01-13 11:47:47,2,"Début de la #vaccination en @saoneetloire pour les pompiers de plus de 50 ans du @SDIS71 
Le numéro vert et la plateforme internet pour la prise de rendez-vous pour les plus de 75 ans qui souhaitent être vacccinés seront communiqués ce soir ⤵️
https://t.co/qq8XJqpRYJ https://t.co/6jKhBgEQq8","[{'text': 'vaccination', 'indices': [29, 41]}]"
AlerteTarn,101 Départements,SIG,693,107,10399,2020-02-10 12:55:20,2021-01-13 11:47:38,2,"[#Covid19] Les opérations de #vaccination se poursuivent cette semaine en priorité pour les professionnels qui prennent soin de notre santé. La mobilisation des soignants est forte à l'exemple de la Maison médicale de garde Jean-Bouyer à @montpellier_.
https://t.co/BzONSNUOFo","[{'text': 'Covid19', 'indices': [13, 21]}, {'text': 'vaccination', 'indices': [41, 53]}]"
DomNicolai,Associé Chez Cerutti Gestion Immobilière // Sarkozyste Bienveillant 😉// @villedementon // #Menton //@villedercm // @syndic // #Syndic #Immobilier #LR #LR06,"Menton, France",887,742,4765,2017-07-27 09:19:44,2021-01-13 11:47:30,28,"💬 @JeanLeonetti : « Le #confinement est une méthode archaïque nécessaire lorsqu’il n’y a pas d’autres solutions. Aujourd’hui, il y a une solution : la #vaccination. Pour sortir de cette crise, il faut vacciner massivement et rapidement. » #Covid19 https://t.co/Z61hL01LHg","[{'text': 'confinement', 'indices': [44, 56]}]"
momotchiii,"Ingénieur électronique - Parler & Gab: @momotchi
""Le succès dans des circonstances totalitaires est une question d'opinion publique organisée et terrorisée"".",France,584,11089,11168,2014-03-02 20:38:14,2021-01-13 11:47:30,113,"Les leaders européens demandent à l'#UE un #passeport vaccin pour pouvoir voyager.
L'Espagne, Belgique, Grèce sont en faveur d'un certificat de #vaccination Covid. Le Danemark introduit son passeport #Covid19 https://t.co/2obSCvbMJU https://t.co/RY14E4IKGW https://t.co/Ps4YnLK47F","[{'text': 'UE', 'indices': [36, 39]}, {'text': 'passeport', 'indices': [43, 53]}, {'text': 'vaccination', 'indices': [144, 156]}, {'text': 'Covid19', 'indices': [200, 208]}]"
garrahouere,Conviction et détermination,paris,328,359,34357,2014-07-20 18:17:19,2021-01-13 11:47:18,6,"Sur la #vaccination Christian #Jacob se dit « affolé de ce qui se passe ». « Rien n’a été préparé, rien n’a eté anticipé ». #voeuxLR","[{'text': 'vaccination', 'indices': [26, 38]}, {'text': 'Jacob', 'indices': [49, 55]}]"
PascallonPierre,,,215,85,6929,2020-07-21 04:02:27,2021-01-13 11:47:01,9,"#Covid19 #Vaccination #Défense #Opex #PjlPrincipesRepublicains 
@Herve_Morin est aujourd'hui à 12h30 l'invité politique de @Rudy_Saada sur @RCJRADIO. https://t.co/iikS0XN6sn","[{'text': 'Covid19', 'indices': [20, 28]}, {'text': 'Vaccination', 'indices': [29, 41]}, {'text': 'Défense', 'indices': [42, 50]}, {'text': 'Opex', 'indices': [51, 56]}, {'text': 'PjlPrincipesRepublicains', 'indices': [57, 82]}]"
CalvoConstant,"Dirigeant, Conférencier, Expert. Sciences Sociales. Stratégie, Executive Coaching, Management, Communication, Conduite du Changement, Leadership. Bilingue.",Paris (France),1530,1741,17274,2011-05-25 13:38:19,2021-01-13 11:46:52,5,"Alors que les campagnes de #vaccination ont démarré depuis quelques semaines, une enquête menée par @IpsosGlobal et le @wef montre que l'intention de se faire vacciner contre le #COVID19 est en baisse dans de nombreux pays à travers le monde : https://t.co/WfOnBIhL2v https://t.co/Fs07NrN8xK","[{'text': 'vaccination', 'indices': [44, 56]}]"
Battistelli2,Sarkozyste et Estrosiste!,NICE ,988,347,13645,2011-12-19 14:32:32,2021-01-13 11:46:40,5,Lancement de la #vaccination pour les plus de 75 ans aujourd’hui à #Nice06! Merci à nos seniors pour leur confiance. https://t.co/rSEEr5whHr,"[{'text': 'vaccination', 'indices': [35, 47]}, {'text': 'Nice06', 'indices': [86, 93]}]"
seniorconnecte,#journaliste retraité actif #70s 😎 Infos triées et si possible vérifiées! dédiées aux jeunes #seniors et #ainés : #livres #sorties #esanté 📱 #sport #humour,Paris  https://bit.ly/3mL7dSQ,1581,502,1591,2018-05-02 08:19:00,2021-01-13 11:46:33,0,"#seniorconnecte #santé #esanté #confinement #vaccination #Covid @MinSoliSante 

Où se faire vacciner ? 

https://t.co/K5aHnoq1Dp

#santé #prévention #alertesanitaire #éducationsanté #veillesanitaire","[{'text': 'seniorconnecte', 'indices': [0, 15]}, {'text': 'santé', 'indices': [16, 22]}, {'text': 'esanté', 'indices': [23, 30]}, {'text': 'confinement', 'indices': [31, 43]}, {'text': 'vaccination', 'indices': [44, 56]}, {'text': 'Covid', 'indices': [57, 63]}, {'text': 'santé', 'indices': [130, 136]}, {'text': 'prévention', 'indices': [137, 148]}, {'text': 'alertesanitaire', 'indices': [149, 165]}, {'text': 'éducationsanté', 'indices': [166, 181]}, {'text': 'veillesanitaire', 'indices': [182, 198]}]"
CoDubost,Députée #circo3403 Présidente-déléguée @LaREM_AN▪️@AN_ComLois @AN_AfEur 🇪🇺▪️#Bioéthique #PMApourToutes 👩🏻🏳️‍🌈 #PACTE ♻️ #RSE #JamaisSansElles #UE,"Montpellier, France",3264,16860,14535,2016-06-03 09:42:00,2021-01-13 11:46:21,31,"🗣L’application #TousAntiCovid permet quotidiennement de :

✔️Suivre l’évolution de l’épidémie #COVID19 
✔️Se signaler si vous est contaminé 

Et maintenant de suivre l’évolution de la campagne de #vaccination  

Installez-la vous aussi : 
https://t.co/Fp4Dweg7ES https://t.co/wIUalMtZQI","[{'text': 'TousAntiCovid', 'indices': [35, 49]}, {'text': 'COVID19', 'indices': [114, 122]}]"
KernSandy1,,"Saulxures, France",10,1,102,2021-01-03 15:13:59,2021-01-13 11:46:04,9,"#FDO @VIGI_MI @gendarmerie
#macron
Mascarade #Covid_19
Ça se confirme les morts suspectes à cause du #Vaccin seront niés
#militaires #gendarmes #gendarmerie #PoliceNationale #crs #COVIDIOTS #fcpe #MasqueObligatoire #EducationNationale #Hydroxychloroquine #BalanceTonMasque https://t.co/U4C7IN37ls https://t.co/05y5nAQ5qG","[{'text': 'FDO', 'indices': [16, 20]}, {'text': 'macron', 'indices': [43, 50]}, {'text': 'Covid_19', 'indices': [61, 70]}, {'text': 'Vaccin', 'indices': [117, 124]}]"
milaniolivera,,,2770,1433,320640,2013-11-22 12:27:14,2021-01-13 11:45:46,1,"""Utilisez l'argent pour le coronavirus, pas pour les Jeux !""

En pleine recrudescence de l'épidémie de #Covid_19, le gouvernement martèle que les Jeux olympiques, prévus cet été et déjà repoussés d'un an, seront maintenus ⤵️

https://t.co/UdOEYCu2lP","[{'text': 'Covid_19', 'indices': [117, 126]}]"
Battistelli2,Sarkozyste et Estrosiste!,NICE ,988,347,13645,2011-12-19 14:32:32,2021-01-13 11:45:46,2,"Nettoyage des chaises après chaque utilisation, agrandissement de la salle de repos, salles de #vaccination opérationnelles, autour de @cestrosi nous nous adaptons pour être plus rapides et plus efficaces. Nous sommes prêts à accélérer ! https://t.co/sO0PUFtpQm","[{'text': 'vaccination', 'indices': [114, 126]}]"
FerriereMaryse,Si une idée est bonne peu importe de qui elle vient,,209,283,97296,2020-03-19 08:50:55,2021-01-13 11:45:34,12,"Mais quel faux-cul ce @RenaudMuselier : il critique en caricaturant tout ce que fait le gouvt (à l'instant /@BFMTV ) et ose dire ensuite ""nous on est là pour l'aider"". 😡

Jamais je ne voterai pour ce #LR raoultien dont le comportement est à gerber depuis le début du #Covid_19 🤮",[]
eurotopics_fr,Notre revue de presse passe au crible 500 médias de 32 pays et vous présente les grands débats qui animent l’Europe. @eurotopics_en @eurotopics @eurotopics_tr,Europe,4781,4862,40357,2011-04-12 10:22:27,2021-01-13 11:45:26,0,"Aujourd'hui sur @eurotopics_fr:

💉 Où en est la #vaccination en Europe ?
🇮🇪 Les #foyers mères-enfants irlandais
📱 Les #réseauxsociaux hors de contrôle ?
🇱🇹 30 ans après les 'évènements de janvier'
👮 Les données de #policiers slovènes publiées

👇
https://t.co/NTFKDkYbMT","[{'text': 'vaccination', 'indices': [48, 60]}, {'text': 'foyers', 'indices': [80, 87]}, {'text': 'réseauxsociaux', 'indices': [118, 133]}, {'text': 'policiers', 'indices': [214, 224]}]"
UnionArdennais,"Journal L'union / L'Ardennais. Quotidien de la Marne, des Ardennes et de l'Aisne. Compte animé par @BeckelAlice @SVerger51 @AlexAllard29 @AnahLcq",Aisne / Ardennes / Marne,1178,61510,110021,2009-06-10 14:43:57,2021-01-13 11:45:09,1,"Depuis le début de la campagne de #vaccination le 8 janvier, 2400 personnes au total (soignants, résidents d'EHPAD, pompiers...) ont été vaccinées dans la #Marne, annoncent le préfet et le délégué de l'ARS en conférence de presse.","[{'text': 'vaccination', 'indices': [53, 65]}]"
RmiBrcrd,,,284,140,46845,2012-12-26 17:52:57,2021-01-13 11:45:05,17,"« Tiens bon, on les aura, ces connards », aurait écrit le président à O. #Veran 

Le nouvel échec du gouvernement en matière de #vaccination, n’a visiblement pas écorné la confiance d’E. #Macron en son ministre de la Santé. En atteste le texto qu’il lui a envoyé, relate #LePoint. https://t.co/arNxXBhY6I","[{'text': 'Veran', 'indices': [88, 94]}]"
masantefacile,"Filiale du Groupe SwissLife, spécialiste de la Protection Sociale. 
Une gamme d'assurances adaptés à vos besoins en santé, prévoyance et retraite.",France,59,364,17381,2010-10-31 19:11:10,2021-01-13 11:45:02,0,"#Vaccination des plus de 75 ans hors Ehpad: Nancy donne le coup d'envoi, https://t.co/Oe7r4dVHwx","[{'text': 'Vaccination', 'indices': [0, 12]}]"
AnnickQuemper,"europeista, antifascista e libera nel pensiero",Italia & france,579,653,19826,2019-10-15 11:38:46,2021-01-13 11:44:54,0,"#COVID_19 En Afrique du Sud, plus de 7 000 personnes ont déjà été poursuivies pour avoir ... https://t.co/tC3VrIkfTk via @franceinfo","[{'text': 'COVID_19', 'indices': [0, 9]}]"
